INST2001.dat;50;500;800;2;70;40;0;18542;94.9119
INST2001.dat;50;500;800;2;70;40;0;23113;48.0011
INST2001.dat;50;500;800;2;70;40;0;21170;89.6932
INST2001.dat;50;500;800;2;70;40;0;23602;68.5067
INST2001.dat;50;500;800;2;70;40;0;23113;66.8404
INST2001.dat;50;500;800;2;70;40;0;21170;81.705
INST2001.dat;50;500;800;2;70;40;0;21170;89.1228
INST2001.dat;50;500;800;2;70;40;0;21170;83.3423
INST2001.dat;50;500;800;2;70;40;0;18542;68.739
INST2001.dat;50;500;800;2;70;40;0;21170;81.4551
INST2001.dat;50;500;800;2;70;40;0;23113;63.056
INST2001.dat;50;500;800;2;70;40;0;21170;94.6758
INST2001.dat;50;500;800;2;70;40;0;19127;85.7523
INST2001.dat;50;500;800;2;70;40;0;18542;91.4267
INST2001.dat;50;500;800;2;70;40;0;18542;54.4528
INST2001.dat;50;500;800;2;70;40;0;21170;80.1749
INST2001.dat;50;500;800;2;70;40;0;18542;87.6975
INST2001.dat;50;500;800;2;70;40;0;18542;91.7948
INST2001.dat;50;500;800;2;70;40;0;18542;83.5164
INST2001.dat;50;500;800;2;70;40;0;19842;64.4793
INST2001.dat;50;500;800;2;70;40;0;21170;85.4189
INST2001.dat;50;500;800;2;70;40;0;18542;74.7076
INST2001.dat;50;500;800;2;70;40;0;21170;101.286
INST2001.dat;50;500;800;2;70;40;0;21170;97.2386
INST2001.dat;50;500;800;2;70;40;0;21170;100.229
INST2001.dat;50;500;800;2;70;40;0;18542;57.161
INST2001.dat;50;500;800;2;70;40;0;18542;77.0978
INST2001.dat;50;500;800;2;70;40;0;20642;88.7983
INST2001.dat;50;500;800;2;70;40;0;23113;51.7385
INST2001.dat;50;500;800;2;70;40;0;18542;67.4634
INST2001.dat;50;500;800;2;70;40;0;21170;82.2032
INST2001.dat;50;500;800;2;70;40;0;18542;73.9312
INST2001.dat;50;500;800;2;70;40;0;21170;58.5434
INST2001.dat;50;500;800;2;70;40;0;22810;69.1407
INST2001.dat;50;500;800;2;70;40;0;21170;73.926
INST2001.dat;50;500;800;2;70;40;0;19127;59.847
INST2001.dat;50;500;800;2;70;40;0;19127;64.7356
INST2001.dat;50;500;800;2;70;40;0;18542;72.6138
INST2001.dat;50;500;800;2;70;40;0;18542;49.3394
INST2001.dat;50;500;800;2;70;40;0;21170;62.1425
INST2001.dat;50;500;800;2;70;40;0;18542;66.1861
INST2001.dat;50;500;800;2;70;40;0;19127;58.2418
INST2001.dat;50;500;800;2;70;40;0;18542;74.6388
INST2001.dat;50;500;800;2;70;40;0;18542;52.6745
INST2001.dat;50;500;800;2;70;40;0;18542;52.1633
INST2001.dat;50;500;800;2;70;40;0;18542;57.2433
INST2001.dat;50;500;800;2;70;40;0;18542;59.948
INST2001.dat;50;500;800;2;70;40;0;21170;73.693
INST2001.dat;50;500;800;2;70;40;0;21170;82.5749
INST2001.dat;50;500;800;2;70;40;0;18542;70.5575
